id,k9_key,composition,place,k1,k6,key_sig,year,date_text,age,category,type,created_at,spotify_track_id
334,"357,02",Variations and Coda in G for Piano Four-Hands,Vienna,357/2,500a,G Major,1786,September 1786,30,,,2025-09-05 20:46:27.448184+00,
335,358,Sonata in B-flat for Piano Four-Hands,Salzburg,358,186c,B Flat Major,1773,Spring 1774,17,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
336,359,"12 Variations in G on ""La Bergère Célimène"" (by Antoine Albanèse [fr] 1729/31-1800)",Vienna,359,374a,G Major,1781,June 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
337,36,"Recitative and aria for tenor and orchestra, ""Or che il dover - Tali e cotanti sono""",Salzburg,36,33i,,1766,December 1766,10,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
338,360,"6 Variations in G minor on ""Hélas, j'ai perdu mon amant""(recte ""Au bord d'une fontaine"" by Antoine Albanèse)[5]",Vienna,360,374b,G Minor,1781,June 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
339,361,"Serenade No. 10 for Winds in B-flat, ""Gran Partita""",Vienna,361,370a,B Flat Major,1783,1783-1784,27,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
340,362,March (Idomeneo),Salzburg,,,C Major,1780,,24,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
341,363,3 Minuets for Orchestra,Salzburg,363,363,,1782,1780,26,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
342,364,"Sinfonia Concertante for Violin, Viola and Orchestra in E-flat",Salzburg,364,320d,E Flat Major,1779,1779,23,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
343,365,"Concerto in E-flat for Two Pianos, No. 10",Salzburg,365,316a,E Flat Major,1779,early 1779,23,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
344,365a,"Scene for Schikanender's ""Peter der Grausame"" (fragment)",Munich,Anh. 11a,365a,,1780,1780,24,,,2025-09-05 20:46:27.448184+00,
345,366,"Idomeneo, re di Creta",Salzburg and Munich,366,366,,1781,29 January 1781,25,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
346,367,Ballet for Idomeneo,Salzburg and Munich,367,367,,1781,29 January 1781,25,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
347,368,"Recitative and Aria for Soprano, ""Ma che vi fece""",Munich,368,368,,1779,January 1781,23,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
348,369,"Recitative and Aria for Soprano, ""Misera, dove son!""",Munich,369,369,,1781,8 March 1781,25,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
349,37,Concerto for Piano #1 (Arrangement from Keyboard Sonatas by Raupach? & Honauer),Salzburg,,,F Major,1767,,11,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
350,370,Oboe Quartet in F,Munich,370,368b,F Major,1781,early 1781,25,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
351,370b,Horn Concerto movement in E-flat,Vienna,Anh. 97,370b,E Flat Major,1781,21 March 1781,25,,,2025-09-05 20:46:27.448184+00,
352,371,Rondo in E-flat for Horn,Vienna,371,371,E Flat Major,1781,21 March 1781,25,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
353,372,Allegro in B-flat for Violin and Piano (fragment; completed by M. Stadler),Vienna,372,372,B Flat Major,1781,24 March 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
354,373,Rondo in C for Violin and Orchestra,Vienna,373,373,C Major,1781,2 April 1781,25,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
355,374,"Recitative and Aria for Soprano, ""A questo seno deh vieni""",Vienna,374,374,,1781,April 1781,25,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
356,374g,Andantino in B-flat for Cello and Piano (fragment),Vienna,Anh. 46,374g,B Flat Major,1782,1782,26,,,2025-09-05 20:46:27.448184+00,
357,375,Serenade No. 11 in E-flat for Winds,Vienna,375,375,E Flat Major,1781,15 October 1781,25,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
358,375b,Movement to a Piano Sonata for two Pianos in B-flat,Vienna,Anh. 42,375b,B Flat Major,1782,Spring 1782,26,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
359,375c,Movement to a Piano Sonata for two Pianos in B-flat,Vienna,Anh. 43,375c,B Flat Major,1782,Spring 1782,26,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
360,375d,Fugue in G for Two Pianos (fragment),Vienna,Anh. 45,375d,G Major,1785,Spring 1782,29,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
361,375g,Fugue for Piano,Vienna,,,G Major,1776,,20,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
362,375h,Fugue for Piano,Vienna,,,F Major,1783,,27,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
363,376,Violin Sonata No. 24 in F,Vienna,376,374d,F Major,1781,Summer 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
364,377,Violin Sonata No. 25 in F,Vienna,377,374e,F Major,1781,Summer 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
365,378,Violin Sonata No. 26 in B-flat,Salzburg,378,317d,B Flat Major,1779,early 1779,23,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
366,379,Violin Sonata No. 27 in G,Vienna,379,373a,G Major,1781,April 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
367,38,Apollo et Hyacinthus,Salzburg,38,38,,1767,13 May 1767,11,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
368,380,Violin Sonata No. 28 in E-flat,Vienna,380,374f,E Flat Major,1781,Summer 1781,25,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
369,381,Sonata in D for Piano Four-Hands,Salzburg,381,123a,D Major,1772,early 1772,16,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
370,382,Rondo for Piano and Orchestra in D,Vienna,382,382,D Major,1782,March 1782,26,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
371,383,"Aria for Soprano, ""Nehmt meinen Dank, ihr holden Gönner!""",Vienna,383,383,,1782,10 April 1782,26,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
372,383b,Fugue for Piano,Vienna,,,F Major,1782,,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
373,383C,Fantasia in F minor for Piano (fragment),Vienna,Anh. 32,383C,C Minor,1782,1789,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
374,383d,Theme and Variations for Organ in C (fragment),Vienna,Anh. 38,383c,C Major,1782,Spring 1782,26,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
375,383d,Theme for Variations in C (fragment),Vienna,Anh. 38,383d,C Major,1782,Spring 1782,26,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
376,383g,"Symphony in E-flat (fragment, lost)",Vienna?,Anh. 100,383g,E Flat Major,1782,May 1782,26,,,2025-09-05 20:46:27.448184+00,
377,384,Die Entführung aus dem Serail,Vienna,384,384,,1782,16 July 1782,26,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
378,384B,Andante for Winds in B-flat (fragment),Vienna,nan,384B,B Flat Major,1782,1782,26,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
379,384b,March for Winds in B-flat (in conjunction with K. 384B),Vienna,nan,384b,B Flat Major,1782,July 1782,26,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
380,385,"Symphony No. 35 in D, ""Haffner""",Vienna,385,385,D Major,1782,July 1782,26,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
381,385h,Adagio in D for Piano or Organ,Vienna,Anh. 34,385h,D Minor,1782,1782,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
382,"385h,02",Minuet for Piano in D,Vienna,Anh. 34/2,576a,D Major,1789,July 1789,33,,,2025-09-05 20:46:27.448184+00,
383,385m,Fugue for String Quartet,Vienna,,,C Major,1782,,26,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
384,386,Rondo for Piano and Orchestra in A,Vienna,386,386,A Major,1782,1782-1783,26,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
385,386d,O Calpe! Dir donnert's am Fuße (Gibraltar) (fragment),Vienna,Anh. 25,386d,D Minor,1782,December 1782,26,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
386,387,"String Quartet No. 14 in G, ""Spring""",Vienna,387,387,G Major,1782,31 December 1782,26,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
387,387c,Chamber Music with Piano in C (fragment),Vienna,Anh. 55,452b,C Major,1784,1784,28,,,2025-09-05 20:46:27.448184+00,
388,388,Serenade No. 12 in C minor for Winds (later arranged as K. 406/516b),Vienna,388,384a,C Minor,1782,July 1782 or late 1783,26,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
389,389,"Duet for two Voices ""Welch ängstliches Beben""",Vienna,389,384A,,1782,April 1782,26,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
390,39,"Concerto for Piano #2 (Arrangement from Keyboard Sonatas by Raupach [i, iii] & Schobert [ii])",Salzburg,,,B Flat Major,1767,,11,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
391,390,"Song, ""Ich würd auf meinem Pfad mit Tränen""",Vienna,390,340c,,1780,August 1781 and May 1782,24,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
392,391,"Song, ""Sei du mein Trost, verschwiegne Traurigkeit""",Vienna,391,340b,,1780,August 1781 and May 1782,24,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
393,392,"Song, ""Verdankt sei es dem Glanz""",Vienna,392,340a,,1780,August 1781 and May 1782,24,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
394,393,"""Solfeggi"" for Soprano",Vienna,,,,1782,,26,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
395,394,Prelude and Fugue in C for Piano,Vienna,394,383a,C Major,1782,early 1782,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
396,395,Capriccio in C for Piano,Munich,395,300g,C Major,1778,1778,22,,,2025-09-05 20:46:27.448184+00,
397,396,Fantasia for Piano & Violin in C minor,Vienna,396,385f,C Minor,1782,August or September 1782,26,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
398,397,Fantasia No. 3 in D minor,Vienna,397,385g,D Minor,1782,1782,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,7IHEJdJhju1F2rhIiwgawx
399,398,"6 Variations on ""Salve tu, Domine""",Vienna,398,416e,F Major,1783,March 1783,27,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
400,399,"Suite in C for Piano (Overture, Allemande, Courante, & incomplete Sarabande)",Vienna,399,385i,C Major,1782,early 1782,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
401,4,Minuet in F for Piano,Salzburg,4,4,F Major,1762,11 May 1762,6,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
402,40,"Concerto for Piano #3 (Arrangement from Keyboard Sonatas by Honauer, Eckard & C.P.E. Bach",Salzburg,,,D Major,1767,,11,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
403,400,Allegro in B-flat for Piano (fragment; completed by M. Stadler),Vienna,400,372a,B Flat Major,1782,1781,26,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
404,401,Fugue in G minor for Organ (fragment),Vienna,401,375e,G Minor,1772,Spring 1782,16,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
405,402,Violin Sonata No. 29 in A (fragment; completed by M. Stadler),Vienna,402,385e,A Major,1782,August or September 1782,26,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
406,403,Violin Sonata No. 30 in C (fragment; completed by M. Stadler),Vienna,403,385c,C Major,1784,1782?,28,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
407,404,Violin Sonata No. 31 in C (fragment; completed by M. Stadler),Vienna,404,385d,C Major,1782,1782,26,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
408,404a,6 Preludes to Fugues by J.S. & W.F. Bach for String Trio,Vienna,,,,1782,,26,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
409,405,5 Fugues by Bach arranged for String Quartet,Vienna,,,,1782,,26,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
410,406,String Quintet No. 2 in C minor (arrangement of K. 388/384a),Vienna,406,516b,C Minor,1788,1777/1788,32,Chamber Music,String quintets and quintets with winds,2025-09-05 20:46:27.448184+00,
411,407,Horn Quintet in E-flat,Vienna,407,386c,E Flat Major,1782,End of 1782,26,Chamber Music,String quintets and quintets with winds,2025-09-05 20:46:27.448184+00,
412,408,3 Marches for Orchestra,Vienna,,,,1782,,26,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
413,"408,01",March in C,Vienna,408,383e,C Major,1782,September 1782,26,,,2025-09-05 20:46:27.448184+00,
414,"408,02",March in D,Vienna,408b,385a,D Major,1782,1782,26,,,2025-09-05 20:46:27.448184+00,
415,"408,03",March in C,Vienna,408c,383F,C Major,1782,1782,26,,,2025-09-05 20:46:27.448184+00,
416,409,Symphonic Minuet in C,Vienna?,409,383f,C Major,1782,May 1782,26,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
417,41,"Concerto for Piano #4 (Arrangement from Keyboard Sonatas by Honauer [i, iii] & Raupach [ii])",Salzburg,,,G Major,1767,,11,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
418,410,Adagio in F for Two Basset Horns and Bassoon (= D Anh. III/11),Vienna?,410,484d,F Major,1784,end 1785,28,Chamber Music,Duos and Trios for Strings and Winds,2025-09-05 20:46:27.448184+00,
419,411,Adagio in B-flat for Two Clarinets and Three Basset Horns,Vienna?,411,484a,F Major,1782,c. end of 1785,26,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
420,412,Horn Concerto No. 1 in D,Vienna,412,386b,D Major,1791,1791,35,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
421,413,Piano Concerto No. 11 in F,Vienna,413,387a,F Major,1782,1782-1783,26,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
422,414,Piano Concerto No. 12 in A,Vienna,414,385p,A Major,1782,1782,26,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
423,415,Piano Concerto No. 13 in C,Vienna,415,387b,C Major,1782,1782-1783,26,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
424,416,"Scena and Rondo for Soprano, ""Mia speranza adorata""",Vienna,416,416,,1783,8 January 1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
425,416a,"German Opera ""Der Diener zweier Herren"" (lost or unrealised)",Vienna,nan,416a,,1783,8 January 1783,27,,,2025-09-05 20:46:27.448184+00,
426,417,Horn Concerto No. 2 in E-flat,Vienna,417,417,E Flat Major,1783,27 May 1783,27,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
427,417d,Allegro for String Quartet in E minor (fragment),Vienna,nan,417d,E Minor,1784,June 1784,28,,,2025-09-05 20:46:27.448184+00,
428,418,"Aria for Soprano, ""Vorrei spiegarvi, oh Dio!""",Vienna,418,418,,1783,20 June 1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
429,419,"Aria for Soprano, ""No, no, che non sei capace""",Vienna,419,419,,1783,June 1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
430,41a,6 Divertimento (lost),Salzburg,nan,41a,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
431,41b,"""Bläserstücke verschiedener Besetzung"" (lost)",Salzburg,nan,41b,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
432,41c,Various Marches (lost),Salzburg,nan,41c,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
433,41d,Various Minuets (lost),Salzburg,nan,41d,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
434,41e,Fugue (lost),Salzburg,nan,41e,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
435,41f,Four-part Fugue (lost),Salzburg,nan,41f,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
436,41g,"Serenade for 2 Violins, Cello, and Organ (lost)",Salzburg,nan,41g,,1767,1767,11,,,2025-09-05 20:46:27.448184+00,
437,42,Grabmusik,Salzburg,42,35a,,1767,1767,11,Sacred Works,"Oratorios, Sacred Singspiels and Cantatas",2025-09-05 20:46:27.448184+00,
438,420,"Aria for Tenor, ""Per pietà, non ricercate""",Vienna,420,420,,1783,21 June 1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
439,421,String Quartet No. 15 in D minor,Vienna,421,417b,D Minor,1783,June 1783,27,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
440,422,L'oca del Cairo,Salzburg and Vienna,422,422,,1783,late 1783,27,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
441,422a,Kyrie in D,Salzburg,Anh. 14,422a,D Major,1787,1787-1789,31,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
442,423,Duo in G for Violin and Viola,Salzburg?,423,423,G Major,1783,c. summer 1783,27,Chamber Music,Duos and Trios for Strings and Winds,2025-09-05 20:46:27.448184+00,
443,424,Duo in B-flat for Violin and Viola,Salzburg?,424,424,B Flat Major,1783,c. summer 1783,27,Chamber Music,Duos and Trios for Strings and Winds,2025-09-05 20:46:27.448184+00,
444,425,"Symphony No. 36 in C, ""Linz""",Linz,425,425,C Major,1783,October - November 1783,27,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
445,426,Fugue in C minor for Two Pianos,Vienna,426,426,C Minor,1783,29 December 1783,27,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
446,426a,Allegro in C minor for Two Pianos (fragment),Vienna,Anh. 44,426a,C Minor,1783,December 1783,27,,,2025-09-05 20:46:27.448184+00,
447,427,Great Mass in C minor,Vienna,427,417a,C Minor,1783,July 1782 - October 1783,27,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
448,428,String Quartet No. 16 in E-flat,Vienna,428,421b,E Flat Major,1783,June - July 1783,27,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
449,429,"Cantata, ""Dir, Seele des Weltalls"" (fragment)",Vienna,429,468a,,1783,1783,27,Sacred Works,"Oratorios, Sacred Singspiels and Cantatas",2025-09-05 20:46:27.448184+00,
450,43,Symphony No. 6 in F,Olomouc and Vienna,43,43,F Major,1767,late 1767,11,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
451,430,Lo sposo deluso,Salzburg and Vienna,430,424a,,1783,late 1783,27,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
452,431,"Recitative and Aria for Tenor, ""Misero! O sogno!""",Vienna?,431,425b,,1783,December 1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
453,432,"Recitative and Aria for Bass, ""Così dunque tradisci""",Vienna,432,421a,,1782,1783,26,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
454,433,"Aria for bass and orchestra (sketch), ""Männer suchen stets zu naschen""",Vienna,433,416c,,1783,1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
455,434,"Aria for tenor, 2 basses and orchestra, ""Del gran regno delle amazzone""",Vienna,434,480b,,1785,End of 1785,29,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
456,435,"Aria for tenor and orchestra (sketch), ""Mußt' ich auch durch tausend Drachen""",Vienna,435,416b,,1783,1783,27,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
457,436,"Notturno for 2 Sopranos & Bass ""Ecco quel fiero istante""",Vienna,,,,1783,,27,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
458,437,"Notturno for 2 Sopranos & Bass ""Mi lagnero tacendo""",Vienna,,,,1787,,31,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
459,438,"Notturno for 3 Voices ""Se lontan ben mio, tu sei""",Vienna,,,,1787,,31,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
460,439,"Notturno for 2 Sopranos & Bass ""Due pupille amabile""",Vienna,,,,1783,,27,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
461,439b,5 Divertimenti in B-flat (doubtful),Vienna,Anh. 229,439b,B Flat Major,1783,1783-1788,27,,,2025-09-05 20:46:27.448184+00,
462,43a,"Duet for Two Sopranos, ""Ach, was müßen wir erfahren?"" (fragment)",Vienna,nan,43a,,1767,October 1767,11,,,2025-09-05 20:46:27.448184+00,
463,440,"Aria for Soprano ""In te spero, o sposo amato""",Vienna?,440,383h,,1782,May 1782,26,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
464,440b,Allegro assai for Winds in B-flat (fragment),Vienna,Anh. 95 (440b;484b),484b,B Flat Major,1785,end 1785,29,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
465,440c,Adagio for Winds in F (fragment),Vienna,Anh. 93; 440c,484c,F Major,1787,end 1785,31,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
466,441,"Trio for Soprano, Tenor and Bass, ""Liebes Manndel, wo ist's Bandel?""",Vienna,441,441,,1786,1783,30,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
467,441a,"Song, ""Ja! grüß dich Gott""",Vienna,nan,441a,,1788,1783,32,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
468,442,3 Unrelated Fragments for a Piano Trio (completed by M. Stadler),Vienna,442,442,D Minor,1783,1783-1788,27,Chamber Music,"Quintets, quartets and trios with piano",2025-09-05 20:46:27.448184+00,
469,443,Fugue in 3 vocal parts (Fragment),Vienna,,,,1782,,26,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
470,444,Introduction to a Symphony (#37) of Michael Haydn,Vienna,,,G Major,1783,,27,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
471,445,March in D,Salzburg,445,320c,D Major,1780,Summer 1780,24,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
472,446,Music to a Pantomime in D (fragment),Vienna,446,416d,D Major,1783,February 1783,27,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
473,447,Horn Concerto No. 3 in E-flat,Vienna,447,447,E Flat Major,1787,c. 1784-1787,31,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
474,448,Sonata in D for Two Pianos,Vienna,448,375a,D Major,1781,November 1781,25,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
475,449,"Piano Concerto No. 14 in E-flat, ""First Ployer""",Vienna,449,449,E Flat Major,1784,9 February 1784,28,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
